=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.07.28 19:47:18 =~=~=~=~=~=~=~=~=~=~=~=
00:02:52.019: Update in progress (Total 592432/840672 bytes).  70%
00:07:32.112: Set statuses from getBoilerTemperature
00:07:32.308: Set statuses from getDHWTemperature
00:07:32.509: Set statuses from getReturnTemperature
00:07:32.709: Set statuses from getPressure
00:07:32.712: Set statuses from opentherm
00:07:32.714: Set fault status from opentherm
00:07:32.718: MainLoop: ArduinoOTA
00:07:32.720: MainLoop: checkWifi
00:07:32.723: MainLoop: Websocket cleanup
00:07:32.725: Update_OpenTherm_data
00:07:32.728: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:07:32.734: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 19.50
00:07:33.011: Processed Opentherm and get response
00:07:33.013: Set statuses from dhwTarget
00:07:33.210: Set statuses from op
00:07:33.411: Set statuses from opentherm
00:07:33.413: Set statuses from isCentralHeatingActive
00:07:33.416: Set statuses from isHotWaterActive
00:07:33.418: Set statuses from isFlameOn
00:07:33.420: Set statuses from isCoolingActive
00:07:33.423: Set statuses from isDiagnostic
00:07:33.620: Set statuses from getModulation
00:07:33.815: Set statuses from getBoilerTemperature
00:07:34.012: Set statuses from getDHWTemperature
00:07:34.212: Set statuses from getReturnTemperature
00:07:34.413: Set statuses from getPressure
00:07:34.415: Set statuses from opentherm
00:07:34.418: Set fault status from opentherm
00:07:34.422: MainLoop: ArduinoOTA
00:07:34.424: MainLoop: checkWifi
00:07:34.427: MainLoop: Websocket cleanup
00:07:34.430: MainLoopInLoop: loop begin updatedatatowww
00:07:34.432: Update Data to www
00:07:34.437: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:07:34.441: MainLoopInLoop: notifyclients to /ws in JSON
00:07:34.448: MainLoopInLoop: Influx validateconnection
00:07:34.650: Connected to InfluxDB: http://ha.marm:8086
00:07:34.653: MainLoopInLoop: message str builder to log
00:07:34.656: stats: Uptime: 7min. 34s.  ## Free memory: 43% 13.75kB bytes ## Wifi: 76% ## Mqtt reconnects: 0
00:07:34.662: MainLoopInLoop: stats string builder to json
00:07:34.667: MainLoopInLoop: mqttAsync send stats
00:07:34.672: MainLoopInLoop: mqttAsync send WillTopic
00:07:34.677: Update_OpenTherm_data
00:07:34.680: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:07:34.688: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 19.50
00:07:34.914: Processed Opentherm and get response
00:07:34.917: Set statuses from dhwTarget
00:07:35.114: Set statuses from op
00:07:35.314: Set statuses from opentherm
00:07:35.317: Set statuses from isCentralHeatingActive
00:07:35.320: Set statuses from isHotWaterActive
00:07:35.322: Set statuses from isFlameOn
00:07:35.324: Set statuses from isCoolingActive
00:07:35.327: Set statuses from isDiagnostic
00:07:35.523: Set statuses from getModulation
00:07:35.719: Set statuses from getBoilerTemperature
00:07:35.916: Set statuses from getDHWTemperature
00:07:36.116: Set statuses from getReturnTemperature
00:07:36.316: Set statuses from getPressure
00:07:36.319: Set statuses from opentherm
00:07:36.321: Set fault status from opentherm
00:07:36.325: MainLoop: ArduinoOTA
00:07:36.327: MainLoop: checkWifi
00:07:36.330: MainLoop: Websocket cleanup
00:07:36.333: Update_OpenTherm_data
00:07:36.336: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:07:36.341: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 19.50
00:07:36.617: Processed Opentherm and get response
00:07:36.620: Set statuses from dhwTarget
00:07:36.817: Set statuses from op
00:07:37.018: Set statuses from opentherm
00:07:37.021: Set statuses from isCentralHeatingActive
00:07:37.024: Set statuses from isHotWaterActive
00:07:37.026: Set statuses from isFlameOn
00:07:37.028: Set statuses from isCoolingActive
00:07:37.031: Set statuses from isDiagnostic
00:07:37.227: Set statuses from getModulation
00:07:37.423: Set statuses from getBoilerTemperature
00:07:37.619: Set statuses from getDHWTemperature
00:07:37.819: Set statuses from getReturnTemperature
00:07:38.020: Set statuses from getPressure
00:07:38.023: Set statuses from opentherm
00:07:38.025: Set fault status from opentherm
00:07:38.029: MainLoop: ArduinoOTA
00:07:38.032: MainLoop: checkWifi
00:07:38.034: MainLoop: Websocket cleanup
00:07:38.036: MainLoopInLoop: loop begin updatedatatowww
00:07:38.038: Update Data to www
00:07:38.044: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:07:38.048: MainLoopInLoop: notifyclients to /ws in JSON
00:07:38.056: MainLoopInLoop: Influx validateconnection
00:07:38.082: Connected to InfluxDB: http://ha.marm:8086
00:07:38.085: MainLoopInLoop: message str builder to log
00:07:38.088: stats: Uptime: 7min. 38s.  ## Free memory: 43% 13.77kB bytes ## Wifi: 76% ## Mqtt reconnects: 0
00:07:38.093: MainLoopInLoop: stats string builder to json
00:07:38.099: MainLoopInLoop: mqttAsync send stats
00:07:38.104: MainLoopInLoop: mqttAsync send WillTopic
00:07:38.108: Update_OpenTherm_data
00:07:38.112: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:07:38.120: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 19.50
00:07:38.320: Processed Opentherm and get response
00:07:38.323: Set statuses from dhwTarget
00:07:38.521: Set statuses from op
00:07:38.721: Set statuses from opentherm
00:07:38.724: Set statuses from isCentralHeatingActive
00:07:38.726: Set statuses from isHotWaterActive
00:07:38.728: Set statuses from isFlameOn
00:07:38.731: Set statuses from isCoolingActive
00:07:38.734: Set statuses from isDiagnostic
00:07:38.930: Set statuses from getModulation
00:07:39.126: Set statuses from getBoilerTemperature
00:07:39.322: Set statuses from getDHWTemperature
00:07:39.523: Set statuses from getReturnTemperature
00:07:39.723: Set statuses from getPressure
00:07:39.726: Set statuses from opentherm
00:07:39.728: Set fault status from opentherm
00:07:39.732: MainLoop: ArduinoOTA
00:07:39.734: MainLoop: checkWifi
00:07:39.737: MainLoop: Websocket cleanup
00:07:39.739: Update_OpenTherm_data
00:07:39.742: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:07:39.748: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 19.50
00:07:40.024: Processed Opentherm and get response
00:07:40.027: Set statuses from dhwTarget
00:07:40.224: Set statuses from op
00:07:40.425: Set statuses from opentherm
00:07:40.427: Set statuses from isCentralHeatingActive
00:07:40.429: Set statuses from isHotWaterActive
00:07:40.432: Set statuses from isFlameOn
00:07:40.434: Set statuses from isCoolingActive
00:07:40.437: Set statuses from isDiagnostic
00:07:40.634: Set statuses from getModulation
00:07:40.829: Set statuses from getBoilerTemperature
00:07:41.027: Set statuses from getDHWTemperature
00:07:41.226: Set statuses from getReturnTemperature
00:07:41.426: Set statuses from getPressure
00:07:41.429: Set statuses from opentherm
00:07:41.432: Set fault status from opentherm
00:07:41.437: MainLoop: ArduinoOTA
00:07:41.439: MainLoop: checkWifi
00:07:41.441: MainLoop: Websocket cleanup
00:07:41.444: MainLoopInLoop: loop begin updatedatatowww
00:07:41.446: Update Data to www
00:07:41.451: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:07:41.455: MainLoopInLoop: notifyclients to /ws in JSON
00:07:41.462: MainLoopInLoop: Influx validateconnection
00:07:41.542: Connected to InfluxDB: http://ha.marm:8086
00:07:41.545: MainLoopInLoop: message str builder to log
00:07:41.548: stats: Uptime: 7min. 41s.  ## Free memory: 43% 13.73kB bytes ## Wifi: 80% ## Mqtt reconnects: 0
00:07:41.553: MainLoopInLoop: stats string builder to json
00:07:41.559: MainLoopInLoop: mqttAsync send stats
00:07:41.564: MainLoopInLoop: mqttAsync send WillTopic
00:07:41.568: Update_OpenTherm_data
00:07:41.572: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:07:41.581: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 19.50
00:07:41.827: Processed Opentherm and get response
00:07:41.830: Set statuses from dhwTarget
00:07:42.028: Set statuses from op
00:07:42.228: Set statuses from opentherm
00:07:42.231: Set statuses from isCentralHeatingActive
00:07:42.233: Set statuses from isHotWaterActive
00:07:42.235: Set statuses from isFlameOn
00:07:42.238: Set statuses from isCoolingActive
00:07:42.240: Set statuses from isDiagnostic
00:07:42.437: Set statuses from getModulation
00:07:42.633: Set statuses from getBoilerTemperature
00:07:42.829: Set statuses from getDHWTemperature
00:07:43.030: Set statuses from getReturnTemperature
00:07:43.230: Set statuses from getPressure
00:07:43.232: Set statuses from opentherm
00:07:43.235: Set fault status from opentherm
00:07:43.240: MainLoop: ArduinoOTA
00:07:43.242: MainLoop: checkWifi
00:07:43.245: MainLoop: Websocket cleanup
00:07:43.247: MainLoop3rdTimed: Ledblonk
00:07:43.250: Update_OpenTherm_data
00:07:43.253: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:07:43.259: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 19.50
00:07:43.532: Processed Opentherm and get response
00:07:43.535: Set statuses from dhwTarget
00:07:43.731: Set statuses from op
00:07:43.932: Set statuses from opentherm
00:07:43.934: Set statuses from isCentralHeatingActive
00:07:43.937: Set statuses from isHotWaterActive
00:07:43.939: Set statuses from isFlameOn
00:07:43.941: Set statuses from isCoolingActive
00:07:43.944: Set statuses from isDiagnostic
00:07:44.141: Set statuses from getModulation
00:07:44.336: Set statuses from getBoilerTemperature
00:07:44.532: Set statuses from getDHWTemperature
00:07:44.733: Set statuses from getReturnTemperature
00:07:44.933: Set statuses from getPressure
00:07:44.936: Set statuses from opentherm
00:07:44.939: Set fault status from opentherm
00:07:44.943: MainLoop: ArduinoOTA
00:07:44.945: MainLoop: checkWifi
00:07:44.947: MainLoop: Websocket cleanup
00:07:44.950: MainLoopInLoop: loop begin updatedatatowww
00:07:44.952: Update Data to www
00:07:44.957: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:07:44.961: MainLoopInLoop: notifyclients to /ws in JSON
00:07:44.969: MainLoopInLoop: Influx validateconnection
00:07:45.061: Connected to InfluxDB: http://ha.marm:8086
00:07:45.064: MainLoopInLoop: message str builder to log
00:07:45.067: stats: Uptime: 7min. 45s.  ## Free memory: 43% 13.73kB bytes ## Wifi: 80% ## Mqtt reconnects: 0
00:07:45.072: MainLoopInLoop: stats string builder to json
00:07:45.078: MainLoopInLoop: mqttAsync send stats
00:07:45.083: MainLoopInLoop: mqttAsync send WillTopic
00:07:45.087: MainLoop3rdTimed: Ledblonk
00:07:45.091: Update_OpenTherm_data
00:07:45.098: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:07:45.103: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 19.50
00:07:45.334: Processed Opentherm and get response
00:07:45.337: Set statuses from dhwTarget
00:07:45.535: Set statuses from op
00:07:45.735: Set statuses from opentherm
00:07:45.737: Set statuses from isCentralHeatingActive
00:07:45.740: Set statuses from isHotWaterActive
00:07:45.742: Set statuses from isFlameOn
00:07:45.744: Set statuses from isCoolingActive
00:07:45.747: Set statuses from isDiagnostic
00:07:45.944: Set statuses from getModulation
00:07:46.139: Set statuses from getBoilerTemperature
00:07:46.336: Set statuses from getDHWTemperature
00:07:46.538: Set statuses from getReturnTemperature
00:07:46.737: Set statuses from getPressure
00:07:46.740: Set statuses from opentherm
00:07:46.742: Set fault status from opentherm
00:07:46.748: MainLoop: ArduinoOTA
00:07:46.751: MainLoop: checkWifi
00:07:46.754: MainLoop: Websocket cleanup
00:07:46.756: Update_OpenTherm_data
00:07:46.760: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:07:46.762: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 19.50
00:07:47.038: Processed Opentherm and get response
00:07:47.041: Set statuses from dhwTarget
00:07:47.238: Set statuses from op
00:07:47.438: Set statuses from opentherm
00:07:47.441: Set statuses from isCentralHeatingActive
00:07:47.443: Set statuses from isHotWaterActive
00:07:47.446: Set statuses from isFlameOn
00:07:47.448: Set statuses from isCoolingActive
00:07:47.450: Set statuses from isDiagnostic
00:07:47.647: Set statuses from getModulation
00:07:47.843: Set statuses from getBoilerTemperature
00:07:48.040: Set statuses from getDHWTemperature
00:07:48.240: Set statuses from getReturnTemperature
00:07:48.440: Set statuses from getPressure
00:07:48.443: Set statuses from opentherm
00:07:48.445: Set fault status from opentherm
00:07:48.449: MainLoop: ArduinoOTA
00:07:48.452: MainLoop: checkWifi
00:07:48.455: MainLoop: Websocket cleanup
00:07:48.458: MainLoopInLoop: loop begin updatedatatowww
00:07:48.460: Update Data to www
00:07:48.465: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:07:48.469: MainLoopInLoop: notifyclients to /ws in JSON
00:07:48.476: MainLoopInLoop: Influx validateconnection
00:07:48.703: Connected to InfluxDB: http://ha.marm:8086
00:07:48.705: MainLoopInLoop: message str builder to log
00:07:48.708: stats: Uptime: 7min. 48s.  ## Free memory: 43% 13.77kB bytes ## Wifi: 80% ## Mqtt reconnects: 0
00:07:48.714: MainLoopInLoop: stats string builder to json
00:07:48.720: MainLoopInLoop: mqttAsync send stats
00:07:48.724: MainLoopInLoop: mqttAsync send WillTopic
00:07:48.729: Update_OpenTherm_data
00:07:48.732: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:07:48.741: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 19.50
00:07:48.941: Processed Opentherm and get response
00:07:48.944: Set statuses from dhwTarget
00:07:49.142: Set statuses from op
00:07:49.342: Set statuses from opentherm
00:07:49.345: Set statuses from isCentralHeatingActive
00:07:49.348: Set statuses from isHotWaterActive
00:07:49.350: Set statuses from isFlameOn
00:07:49.352: Set statuses from isCoolingActive
00:07:49.355: Set statuses from isDiagnostic
00:07:49.551: Set statuses from getModulation
00:07:49.747: Set statuses from getBoilerTemperature
00:07:49.943: Set statuses from getDHWTemperature
00:07:50.143: Set statuses from getReturnTemperature
00:07:50.344: Set statuses from getPressure
00:07:50.347: Set statuses from opentherm
00:07:50.349: Set fault status from opentherm
00:07:50.353: MainLoop: ArduinoOTA
00:07:50.355: MainLoop: checkWifi
00:07:50.357: MainLoop: Websocket cleanup
00:07:50.360: Update_OpenTherm_data
00:07:50.363: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:07:50.369: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 19.50
00:07:50.645: Processed Opentherm and get response
00:07:50.647: Set statuses from dhwTarget
00:07:50.845: Set statuses from op
00:07:51.046: Set statuses from opentherm
00:07:51.049: Set statuses from isCentralHeatingActive
00:07:51.051: Set statuses from isHotWaterActive
00:07:51.053: Set statuses from isFlameOn
00:07:51.056: Set statuses from isCoolingActive
00:07:51.060: Set statuses from isDiagnostic
00:07:51.256: Set statuses from getModulation
00:07:51.451: Set statuses from getBoilerTemperature
00:07:51.647: Set statuses from getDHWTemperature
00:07:51.847: Set statuses from getReturnTemperature
00:07:52.048: Set statuses from getPressure
00:07:52.051: Set statuses from opentherm
00:07:52.053: Set fault status from opentherm
00:07:52.057: MainLoop: ArduinoOTA
00:07:52.059: MainLoop: checkWifi
00:07:52.062: MainLoop: Websocket cleanup
00:07:52.064: MainLoopInLoop: loop begin updatedatatowww
00:07:52.066: Update Data to www
00:07:52.072: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:07:52.076: MainLoopInLoop: notifyclients to /ws in JSON
00:07:52.083: MainLoopInLoop: Influx validateconnection
00:07:52.384: Connected to InfluxDB: http://ha.marm:8086
00:07:52.387: MainLoopInLoop: message str builder to log
00:07:52.390: stats: Uptime: 7min. 52s.  ## Free memory: 39% 12.44kB bytes ## Wifi: 80% ## Mqtt reconnects: 0
00:07:52.395: MainLoopInLoop: stats string builder to json
00:07:52.401: MainLoopInLoop: mqttAsync send stats
00:07:52.405: MainLoopInLoop: mqttAsync send WillTopic
00:07:52.410: Update_OpenTherm_data
00:07:52.413: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:07:52.422: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 19.50
00:07:52.649: Processed Opentherm and get response
00:07:52.652: Set statuses from dhwTarget
00:07:52.849: Set statuses from op
00:07:53.050: Set statuses from opentherm
00:07:53.053: Set statuses from isCentralHeatingActive
00:07:53.055: Set statuses from isHotWaterActive
00:07:53.058: Set statuses from isFlameOn
00:07:53.060: Set statuses from isCoolingActive
00:07:53.062: Set statuses from isDiagnostic
00:07:53.259: Set statuses from getModulation
00:07:53.455: Set statuses from getBoilerTemperature
00:07:53.651: Set statuses from getDHWTemperature
00:07:53.851: Set statuses from getReturnTemperature
00:07:54.052: Set statuses from getPressure
00:07:54.055: Set statuses from opentherm
00:07:54.057: Set fault status from opentherm
00:07:54.061: MainLoop: ArduinoOTA
00:07:54.063: MainLoop: checkWifi
00:07:54.065: MainLoop: Websocket cleanup
00:07:54.068: MainLoop3rdTimed: Ledblonk
00:07:54.070: Update_OpenTherm_data
00:07:54.073: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:07:54.081: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 19.50
00:07:54.352: Processed Opentherm and get response
00:07:54.354: Set statuses from dhwTarget
00:07:54.552: Set statuses from op
00:07:54.753: Set statuses from opentherm
00:07:54.755: Set statuses from isCentralHeatingActive
00:07:54.758: Set statuses from isHotWaterActive
00:07:54.760: Set statuses from isFlameOn
00:07:54.762: Set statuses from isCoolingActive
00:07:54.765: Set statuses from isDiagnostic
00:07:54.962: Set statuses from getModulation
00:07:55.157: Set statuses from getBoilerTemperature
00:07:55.354: Set statuses from getDHWTemperature
00:07:55.554: Set statuses from getReturnTemperature
00:07:55.755: Set statuses from getPressure
00:07:55.758: Set statuses from opentherm
00:07:55.760: Set fault status from opentherm
00:07:55.764: MainLoop: ArduinoOTA
00:07:55.766: MainLoop: checkWifi
00:07:55.768: MainLoop: Websocket cleanup
00:07:55.771: MainLoopInLoop: loop begin updatedatatowww
00:07:55.773: Update Data to www
00:07:55.778: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:07:55.783: MainLoopInLoop: notifyclients to /ws in JSON
00:07:55.790: MainLoopInLoop: Influx validateconnection
00:07:55.977: Connected to InfluxDB: http://ha.marm:8086
00:07:55.979: MainLoopInLoop: message str builder to log
00:07:55.983: stats: Uptime: 7min. 55s.  ## Free memory: 43% 13.75kB bytes ## Wifi: 80% ## Mqtt reconnects: 0
00:07:55.988: MainLoopInLoop: stats string builder to json
00:07:55.994: MainLoopInLoop: mqttAsync send stats
00:07:55.999: MainLoopInLoop: mqttAsync send WillTopic
00:07:56.003: Update_OpenTherm_data
00:07:56.006: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:07:56.015: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 19.50
00:07:56.256: Processed Opentherm and get response
00:07:56.258: Set statuses from dhwTarget
00:07:56.456: Set statuses from op
00:07:56.656: Set statuses from opentherm
00:07:56.659: Set statuses from isCentralHeatingActive
00:07:56.661: Set statuses from isHotWaterActive
00:07:56.663: Set statuses from isFlameOn
00:07:56.666: Set statuses from isCoolingActive
00:07:56.669: Set statuses from isDiagnostic
00:07:56.865: Set statuses from getModulation
00:07:57.061: Set statuses from getBoilerTemperature
00:07:57.258: Set statuses from getDHWTemperature
00:07:57.458: Set statuses from getReturnTemperature
00:07:57.658: Set statuses from getPressure
00:07:57.661: Set statuses from opentherm
00:07:57.663: Set fault status from opentherm
00:07:57.668: MainLoop: ArduinoOTA
00:07:57.670: MainLoop: checkWifi
00:07:57.674: MainLoop: Websocket cleanup
00:07:57.676: MainLoop3rdTimed: Ledblonk
00:07:57.679: Update_OpenTherm_data
00:07:57.682: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:07:57.687: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 19.50
00:07:57.959: Processed Opentherm and get response
00:07:57.962: Set statuses from dhwTarget
00:07:58.067: !!!!!!MQTT: Publish received.
00:07:58.072: !!!!!!MQTT: Publish received.
00:07:58.075: MQTT callback Topic: FLOORH1/sensor/room/attributes, Received 807B message ...: {"rssi":-85,"HallSensor1":69,"CRT":683,"FL1_room_temperature_1": 21.94,"FL1_room_temperature_setpoint_1": 21.00,"FL1_room_temperature_2": 22.62,"FL1_room_temperature_setpoint_2": 21.00,"FL1_room_temperature_4": 23.25,"FL1_room_temperature_setpoint_4": 22.00,"FL1_room_temperature_5": 28.00,"FL1_room_temperature_setpoint_5": 20.50,"FL1_room_temperature_6": 23.44,"FL1_room_temperature_setpoint_6": 22.50,"FL1_room_temperature_9": 24.44,"FL1_room_temperature_setpoint_9": 27.00,"FL1_room_temperature_10": 24.12,"FL1_room_temperature_setpoint_10": 20.50,"FL1_room_temperature_12": 23.56,"FL1_room_temperature_13": 30.12,"FL1_room_temperature_0": 21.94,"FL1_room_temperature_setpoint_0": 22.50,"FL1_room_temperature_0_DHT_Temp": 29.50,"FL1_room_humidity_0_DHT_Humid": 43.70,"FL1_room_pumpstate_0_pumpstate": 0}
00:07:58.149: Value is valid number: 21.94
00:07:58.152: Floor1temp  set to: 21.94
00:07:58.157: Value is valid number: 22.50
00:07:58.160: Floor1temp  Setpoint set to: 22.50
00:07:58.168: Set statuses from op
00:07:58.363: Set statuses from opentherm
00:07:58.366: Set statuses from isCentralHeatingActive
00:07:58.368: Set statuses from isHotWaterActive
00:07:58.371: Set statuses from isFlameOn
00:07:58.373: Set statuses from isCoolingActive
00:07:58.376: Set statuses from isDiagnostic
00:07:58.572: Set statuses from getModulation
00:07:58.768: Set statuses from getBoilerTemperature
00:07:58.963: Set statuses from getDHWTemperature
00:07:59.161: Set statuses from getReturnTemperature
00:07:59.362: Set statuses from getPressure
00:07:59.365: Set statuses from opentherm
00:07:59.367: Set fault status from opentherm
00:07:59.371: MainLoop: ArduinoOTA
00:07:59.373: MainLoop: checkWifi
00:07:59.376: MainLoop: Websocket cleanup
00:07:59.378: MainLoopInLoop: loop begin updatedatatowww
00:07:59.380: Update Data to www
00:07:59.386: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:07:59.390: MainLoopInLoop: notifyclients to /ws in JSON
00:07:59.397: MainLoopInLoop: Influx validateconnection
00:07:59.614: Connected to InfluxDB: http://ha.marm:8086
00:07:59.617: MainLoopInLoop: message str builder to log
00:07:59.620: stats: Uptime: 7min. 59s.  ## Free memory: 43% 13.73kB bytes ## Wifi: 80% ## Mqtt reconnects: 0
00:07:59.626: MainLoopInLoop: stats string builder to json
00:07:59.631: MainLoopInLoop: mqttAsync send stats
00:07:59.636: MainLoopInLoop: mqttAsync send WillTopic
00:07:59.640: MainLoop2ndTimed: entry on mqttmessage or time
00:07:59.645: Update MQTT and influxDB. lastUpdatemqtt: 00:07:04.555 receivedmqttdata: 1 mqttUpdateInterval_ms: 60000
00:07:59.655: MainLoop2ndTimed: Update InfluxDB
00:07:59.659: Sending data to InfluxDB ...
00:07:59.672: Writing to InfluxDB:
00:08:00.768: MainLoop2ndTimed: Update MQTT data
00:08:00.772: Sending data to MQTT ...
00:08:00.775: EnableHW: on
00:08:00.778: Status_Cooling: on
00:08:00.789: Update_OpenTherm_data
00:08:00.794: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:08:00.796: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 19.50
00:08:01.066: Processed Opentherm and get response
00:08:01.069: Set statuses from dhwTarget
00:08:01.265: Set statuses from op
00:08:01.466: Set statuses from opentherm
00:08:01.469: Set statuses from isCentralHeatingActive
00:08:01.471: Set statuses from isHotWaterActive
00:08:01.473: Set statuses from isFlameOn
00:08:01.475: Set statuses from isCoolingActive
00:08:01.478: Set statuses from isDiagnostic
00:08:01.675: Set statuses from getModulation
00:08:01.870: Set statuses from getBoilerTemperature
00:08:02.068: Set statuses from getDHWTemperature
00:08:02.267: Set statuses from getReturnTemperature
00:08:02.468: Set statuses from getPressure
00:08:02.471: Set statuses from opentherm
00:08:02.473: Set fault status from opentherm
00:08:02.477: MainLoop: ArduinoOTA
00:08:02.479: MainLoop: checkWifi
00:08:02.482: MainLoop: Websocket cleanup
00:08:02.484: MainLoopInLoop: loop begin updatedatatowww
00:08:02.486: Update Data to www
00:08:02.492: Flame_Total: 0.00 (< 1 s. ), CO: 0.00 (< 1 s. ), DHW: 0.00 (< 1 s. )
00:08:02.496: MainLoopInLoop: notifyclients to /ws in JSON
00:08:02.503: MainLoopInLoop: Influx validateconnection
00:08:02.597: Connected to InfluxDB: http://ha.marm:8086
00:08:02.600: MainLoopInLoop: message str builder to log
00:08:02.604: stats: Uptime: 8min. 2s.  ## Free memory: 42% 13.28kB bytes ## Wifi: 80% ## Mqtt reconnects: 0
00:08:02.608: MainLoopInLoop: stats string builder to json
00:08:02.614: MainLoopInLoop: mqttAsync send stats
00:08:02.621: MainLoopInLoop: mqttAsync send WillTopic
00:08:02.624: Update_OpenTherm_data
00:08:02.627: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
00:08:02.635: Statusy openth: COHEAT: stoi, DHW: chodzi, automodeCO: stoi, temp_NEWS: 19.50
00:08:02.869: Processed Opentherm and get response
00:08:02.872: Set statuses from dhwTarget
00:08:03.070: Set statuses from op
00:08:03.269: Set statuses from opentherm
00:08:03.272: Set statuses from isCentralHeatingActive
00:08:03.275: Set statuses from isHotWaterActive
00:08:03.277: Set statuses from isFlameOn
00:08:03.279: Set statuses from isCoolingActive
00:08:03.282: Set statuses from isDiagnostic
00:08:03.478: Set statuses from getModulation
00:08:03.674: Set statuses from getBoilerTemperature
00:08:03.871: Set statuses from getDHWTemperature
00:08:04.072: Set statuses from getReturnTemperature
00:08:04.272: Set statuses from getPressure
00:08:04.274: Set statuses from opentherm
00:08:04.277: Set fault status from opentherm
00:08:04.283: MainLoop: ArduinoOTA
00:08:04.286: MainLoop: checkWifi
00:08:04.289: MainLoop: Websocket cleanup
00:08:04.291: MainLoop3rdTimed: Ledblonk
00:08:04.293: Update_OpenTherm_data
00:08:04.297: Get Temps: floor2_temp: 22.44/24.50, floor1_temp: 21.94/22.50, roomtemp: 22.19/23.50
